date,BTP_Bund_Spread,Bonos_Bund_Spread,OAT_Bund_Spread
1998-09-19,,,
1998-09-20,,,
1998-09-21,,,
1998-09-22,,,
1998-09-23,,,
1998-09-24,,,
1998-09-25,,,
1998-09-26,,,
1998-09-27,,,
1998-09-28,,,
1998-09-29,,,
1998-09-30,,,
1998-10-01,0.42145454545454974,0.3634069264069302,0.12545454545455037
1998-10-02,,,
1998-10-03,,,
1998-10-04,,,
1998-10-05,,,
1998-10-06,,,
1998-10-07,,,
1998-10-08,,,
1998-10-09,,,
1998-10-10,,,
1998-10-11,,,
1998-10-12,,,
1998-10-13,,,
1998-10-14,,,
1998-10-15,,,
1998-10-16,,,
1998-10-17,,,
1998-10-18,,,
1998-10-19,,,
1998-10-20,,,
1998-10-21,,,
1998-10-22,,,
1998-10-23,,,
1998-10-24,,,
1998-10-25,,,
1998-10-26,,,
1998-10-27,,,
1998-10-28,,,
1998-10-29,,,
1998-10-30,,,
1998-10-31,,,
1998-11-01,0.26352380952380994,0.28520802005012946,0.07952380952380977
1998-11-02,,,
1998-11-03,,,
1998-11-04,,,
1998-11-05,,,
1998-11-06,,,
1998-11-07,,,
1998-11-08,,,
1998-11-09,,,
1998-11-10,,,
1998-11-11,,,
1998-11-12,,,
1998-11-13,,,
1998-11-14,,,
1998-11-15,,,
1998-11-16,,,
1998-11-17,,,
1998-11-18,,,
1998-11-19,,,
1998-11-20,,,
1998-11-21,,,
1998-11-22,,,
1998-11-23,,,
1998-11-24,,,
1998-11-25,,,
1998-11-26,,,
1998-11-27,,,
1998-11-28,,,
1998-11-29,,,
1998-11-30,,,
1998-12-01,0.13149999999999995,0.21215000000000028,0.046499999999999986
1998-12-02,,,
1998-12-03,,,
1998-12-04,,,
1998-12-05,,,
1998-12-06,,,
1998-12-07,,,
1998-12-08,,,
1998-12-09,,,
1998-12-10,,,
1998-12-11,,,
1998-12-12,,,
1998-12-13,,,
1998-12-14,,,
1998-12-15,,,
1998-12-16,,,
1998-12-17,,,
1998-12-18,,,
1998-12-19,,,
1998-12-20,,,
1998-12-21,,,
1998-12-22,,,
1998-12-23,,,
1998-12-24,,,
1998-12-25,,,
1998-12-26,,,
1998-12-27,,,
1998-12-28,,,
1998-12-29,,,
1998-12-30,,,
1998-12-31,,,
1999-01-01,0.2200000000000002,0.1781052631578901,0.07799999999999985
1999-01-02,,,
1999-01-03,,,
1999-01-04,,,
1999-01-05,,,
1999-01-06,,,
1999-01-07,,,
1999-01-08,,,
1999-01-09,,,
1999-01-10,,,
1999-01-11,,,
1999-01-12,,,
1999-01-13,,,
1999-01-14,,,
1999-01-15,,,
1999-01-16,,,
1999-01-17,,,
1999-01-18,,,
1999-01-19,,,
1999-01-20,,,
1999-01-21,,,
1999-01-22,,,
1999-01-23,,,
1999-01-24,,,
1999-01-25,,,
1999-01-26,,,
1999-01-27,,,
1999-01-28,,,
1999-01-29,,,
1999-01-30,,,
1999-01-31,,,
1999-02-01,0.20500000000000007,0.17324999999999946,0.09099999999999975
1999-02-02,,,
1999-02-03,,,
1999-02-04,,,
1999-02-05,,,
1999-02-06,,,
1999-02-07,,,
1999-02-08,,,
1999-02-09,,,
1999-02-10,,,
1999-02-11,,,
1999-02-12,,,
1999-02-13,,,
1999-02-14,,,
1999-02-15,,,
1999-02-16,,,
1999-02-17,,,
1999-02-18,,,
1999-02-19,,,
1999-02-20,,,
1999-02-21,,,
1999-02-22,,,
1999-02-23,,,
1999-02-24,,,
1999-02-25,,,
1999-02-26,,,
1999-02-27,,,
1999-02-28,,,
1999-03-01,0.23317391304347979,0.21656521739130952,0.10217391304347956
1999-03-02,,,
1999-03-03,,,
1999-03-04,,,
1999-03-05,,,
1999-03-06,,,
1999-03-07,,,
1999-03-08,,,
1999-03-09,,,
1999-03-10,,,
1999-03-11,,,
1999-03-12,,,
1999-03-13,,,
1999-03-14,,,
1999-03-15,,,
1999-03-16,,,
1999-03-17,,,
1999-03-18,,,
1999-03-19,,,
1999-03-20,,,
1999-03-21,,,
1999-03-22,,,
1999-03-23,,,
1999-03-24,,,
1999-03-25,,,
1999-03-26,,,
1999-03-27,,,
1999-03-28,,,
1999-03-29,,,
1999-03-30,,,
1999-03-31,,,
1999-04-01,0.26000000000000023,0.23635000000000028,0.14000000000000012
1999-04-02,,,
1999-04-03,,,
1999-04-04,,,
1999-04-05,,,
1999-04-06,,,
1999-04-07,,,
1999-04-08,,,
1999-04-09,,,
1999-04-10,,,
1999-04-11,,,
1999-04-12,,,
1999-04-13,,,
1999-04-14,,,
1999-04-15,,,
1999-04-16,,,
1999-04-17,,,
1999-04-18,,,
1999-04-19,,,
1999-04-20,,,
1999-04-21,,,
1999-04-22,,,
1999-04-23,,,
1999-04-24,,,
1999-04-25,,,
1999-04-26,,,
1999-04-27,,,
1999-04-28,,,
1999-04-29,,,
1999-04-30,,,
1999-05-01,0.26689473684210974,0.26213283208020943,0.15789473684210975
1999-05-02,,,
1999-05-03,,,
1999-05-04,,,
1999-05-05,,,
1999-05-06,,,
1999-05-07,,,
1999-05-08,,,
1999-05-09,,,
1999-05-10,,,
1999-05-11,,,
1999-05-12,,,
1999-05-13,,,
1999-05-14,,,
1999-05-15,,,
1999-05-16,,,
1999-05-17,,,
1999-05-18,,,
1999-05-19,,,
1999-05-20,,,
1999-05-21,,,
1999-05-22,,,
1999-05-23,,,
1999-05-24,,,
1999-05-25,,,
1999-05-26,,,
1999-05-27,,,
1999-05-28,,,
1999-05-29,,,
1999-05-30,,,
1999-05-31,,,
1999-06-01,0.2545238095238105,0.23961471861472017,0.12952380952381048
1999-06-02,,,
1999-06-03,,,
1999-06-04,,,
1999-06-05,,,
1999-06-06,,,
1999-06-07,,,
1999-06-08,,,
1999-06-09,,,
1999-06-10,,,
1999-06-11,,,
1999-06-12,,,
1999-06-13,,,
1999-06-14,,,
1999-06-15,,,
1999-06-16,,,
1999-06-17,,,
1999-06-18,,,
1999-06-19,,,
1999-06-20,,,
1999-06-21,,,
1999-06-22,,,
1999-06-23,,,
1999-06-24,,,
1999-06-25,,,
1999-06-26,,,
1999-06-27,,,
1999-06-28,,,
1999-06-29,,,
1999-06-30,,,
1999-07-01,0.26163636363635945,0.23490909090909007,0.14363636363636
1999-07-02,,,
1999-07-03,,,
1999-07-04,,,
1999-07-05,,,
1999-07-06,,,
1999-07-07,,,
1999-07-08,,,
1999-07-09,,,
1999-07-10,,,
1999-07-11,,,
1999-07-12,,,
1999-07-13,,,
1999-07-14,,,
1999-07-15,,,
1999-07-16,,,
1999-07-17,,,
1999-07-18,,,
1999-07-19,,,
1999-07-20,,,
1999-07-21,,,
1999-07-22,,,
1999-07-23,,,
1999-07-24,,,
1999-07-25,,,
1999-07-26,,,
1999-07-27,,,
1999-07-28,,,
1999-07-29,,,
1999-07-30,,,
1999-07-31,,,
1999-08-01,0.25490909090909053,0.2943181818181806,0.14090909090908976
1999-08-02,,,
1999-08-03,,,
1999-08-04,,,
1999-08-05,,,
1999-08-06,,,
1999-08-07,,,
1999-08-08,,,
1999-08-09,,,
1999-08-10,,,
1999-08-11,,,
1999-08-12,,,
1999-08-13,,,
1999-08-14,,,
1999-08-15,,,
1999-08-16,,,
1999-08-17,,,
1999-08-18,,,
1999-08-19,,,
1999-08-20,,,
1999-08-21,,,
1999-08-22,,,
1999-08-23,,,
1999-08-24,,,
1999-08-25,,,
1999-08-26,,,
1999-08-27,,,
1999-08-28,,,
1999-08-29,,,
1999-08-30,,,
1999-08-31,,,
1999-09-01,0.24154545454544962,0.2744090909090895,0.15954545454544977
1999-09-02,,,
1999-09-03,,,
1999-09-04,,,
1999-09-05,,,
1999-09-06,,,
1999-09-07,,,
1999-09-08,,,
1999-09-09,,,
1999-09-10,,,
1999-09-11,,,
1999-09-12,,,
1999-09-13,,,
1999-09-14,,,
1999-09-15,,,
1999-09-16,,,
1999-09-17,,,
1999-09-18,,,
1999-09-19,,,
1999-09-20,,,
1999-09-21,,,
1999-09-22,,,
1999-09-23,,,
1999-09-24,,,
1999-09-25,,,
1999-09-26,,,
1999-09-27,,,
1999-09-28,,,
1999-09-29,,,
1999-09-30,,,
1999-10-01,0.22861904761905016,0.2716190476190503,0.14761904761905065
1999-10-02,,,
1999-10-03,,,
1999-10-04,,,
1999-10-05,,,
1999-10-06,,,
1999-10-07,,,
1999-10-08,,,
1999-10-09,,,
1999-10-10,,,
1999-10-11,,,
1999-10-12,,,
1999-10-13,,,
1999-10-14,,,
1999-10-15,,,
1999-10-16,,,
1999-10-17,,,
1999-10-18,,,
1999-10-19,,,
1999-10-20,,,
1999-10-21,,,
1999-10-22,,,
1999-10-23,,,
1999-10-24,,,
1999-10-25,,,
1999-10-26,,,
1999-10-27,,,
1999-10-28,,,
1999-10-29,,,
1999-10-30,,,
1999-10-31,,,
1999-11-01,0.2060000000000004,0.23990909090908996,0.11000000000000032
1999-11-02,,,
1999-11-03,,,
1999-11-04,,,
1999-11-05,,,
1999-11-06,,,
1999-11-07,,,
1999-11-08,,,
1999-11-09,,,
1999-11-10,,,
1999-11-11,,,
1999-11-12,,,
1999-11-13,,,
1999-11-14,,,
1999-11-15,,,
1999-11-16,,,
1999-11-17,,,
1999-11-18,,,
1999-11-19,,,
1999-11-20,,,
1999-11-21,,,
1999-11-22,,,
1999-11-23,,,
1999-11-24,,,
1999-11-25,,,
1999-11-26,,,
1999-11-27,,,
1999-11-28,,,
1999-11-29,,,
1999-11-30,,,
1999-12-01,0.21238095238095056,0.21923809523809012,0.14238095238095028
1999-12-02,,,
1999-12-03,,,
1999-12-04,,,
1999-12-05,,,
1999-12-06,,,
1999-12-07,,,
1999-12-08,,,
1999-12-09,,,
1999-12-10,,,
1999-12-11,,,
1999-12-12,,,
1999-12-13,,,
1999-12-14,,,
1999-12-15,,,
1999-12-16,,,
1999-12-17,,,
1999-12-18,,,
1999-12-19,,,
1999-12-20,,,
1999-12-21,,,
1999-12-22,,,
1999-12-23,,,
1999-12-24,,,
1999-12-25,,,
1999-12-26,,,
1999-12-27,,,
1999-12-28,,,
1999-12-29,,,
1999-12-30,,,
1999-12-31,,,
2000-01-01,0.20847619047619048,0.21795238095238023,0.1204761904761904
2000-01-02,,,
2000-01-03,,,
2000-01-04,,,
2000-01-05,,,
2000-01-06,,,
2000-01-07,,,
2000-01-08,,,
2000-01-09,,,
2000-01-10,,,
2000-01-11,,,
2000-01-12,,,
2000-01-13,,,
2000-01-14,,,
2000-01-15,,,
2000-01-16,,,
2000-01-17,,,
2000-01-18,,,
2000-01-19,,,
2000-01-20,,,
2000-01-21,,,
2000-01-22,,,
2000-01-23,,,
2000-01-24,,,
2000-01-25,,,
2000-01-26,,,
2000-01-27,,,
2000-01-28,,,
2000-01-29,,,
2000-01-30,,,
2000-01-31,,,
2000-02-01,0.2174285714285702,0.22290476190476038,0.11142857142857032
2000-02-02,,,
2000-02-03,,,
2000-02-04,,,
2000-02-05,,,
2000-02-06,,,
2000-02-07,,,
2000-02-08,,,
2000-02-09,,,
2000-02-10,,,
2000-02-11,,,
2000-02-12,,,
2000-02-13,,,
2000-02-14,,,
2000-02-15,,,
2000-02-16,,,
2000-02-17,,,
2000-02-18,,,
2000-02-19,,,
2000-02-20,,,
2000-02-21,,,
2000-02-22,,,
2000-02-23,,,
2000-02-24,,,
2000-02-25,,,
2000-02-26,,,
2000-02-27,,,
2000-02-28,,,
2000-02-29,,,
2000-03-01,0.24395652173912996,0.21708695652174015,0.09695652173912972
2000-03-02,,,
2000-03-03,,,
2000-03-04,,,
2000-03-05,,,
2000-03-06,,,
2000-03-07,,,
2000-03-08,,,
2000-03-09,,,
2000-03-10,,,
2000-03-11,,,
2000-03-12,,,
2000-03-13,,,
2000-03-14,,,
2000-03-15,,,
2000-03-16,,,
2000-03-17,,,
2000-03-18,,,
2000-03-19,,,
2000-03-20,,,
2000-03-21,,,
2000-03-22,,,
2000-03-23,,,
2000-03-24,,,
2000-03-25,,,
2000-03-26,,,
2000-03-27,,,
2000-03-28,,,
2000-03-29,,,
2000-03-30,,,
2000-03-31,,,
2000-04-01,0.24044444444444046,0.2265555555555503,0.10444444444444034
2000-04-02,,,
2000-04-03,,,
2000-04-04,,,
2000-04-05,,,
2000-04-06,,,
2000-04-07,,,
2000-04-08,,,
2000-04-09,,,
2000-04-10,,,
2000-04-11,,,
2000-04-12,,,
2000-04-13,,,
2000-04-14,,,
2000-04-15,,,
2000-04-16,,,
2000-04-17,,,
2000-04-18,,,
2000-04-19,,,
2000-04-20,,,
2000-04-21,,,
2000-04-22,,,
2000-04-23,,,
2000-04-24,,,
2000-04-25,,,
2000-04-26,,,
2000-04-27,,,
2000-04-28,,,
2000-04-29,,,
2000-04-30,,,
2000-05-01,0.2868181818181803,0.24840909090909058,0.12181818181818027
2000-05-02,,,
2000-05-03,,,
2000-05-04,,,
2000-05-05,,,
2000-05-06,,,
2000-05-07,,,
2000-05-08,,,
2000-05-09,,,
2000-05-10,,,
2000-05-11,,,
2000-05-12,,,
2000-05-13,,,
2000-05-14,,,
2000-05-15,,,
2000-05-16,,,
2000-05-17,,,
2000-05-18,,,
2000-05-19,,,
2000-05-20,,,
2000-05-21,,,
2000-05-22,,,
2000-05-23,,,
2000-05-24,,,
2000-05-25,,,
2000-05-26,,,
2000-05-27,,,
2000-05-28,,,
2000-05-29,,,
2000-05-30,,,
2000-05-31,,,
2000-06-01,0.31863636363635983,0.2635909090909099,0.12863636363636033
2000-06-02,,,
2000-06-03,,,
2000-06-04,,,
2000-06-05,,,
2000-06-06,,,
2000-06-07,,,
2000-06-08,,,
2000-06-09,,,
2000-06-10,,,
2000-06-11,,,
2000-06-12,,,
2000-06-13,,,
2000-06-14,,,
2000-06-15,,,
2000-06-16,,,
2000-06-17,,,
2000-06-18,,,
2000-06-19,,,
2000-06-20,,,
2000-06-21,,,
2000-06-22,,,
2000-06-23,,,
2000-06-24,,,
2000-06-25,,,
2000-06-26,,,
2000-06-27,,,
2000-06-28,,,
2000-06-29,,,
2000-06-30,,,
2000-07-01,0.32480952380952033,0.26795238095238005,0.1338095238095205
2000-07-02,,,
2000-07-03,,,
2000-07-04,,,
2000-07-05,,,
2000-07-06,,,
2000-07-07,,,
2000-07-08,,,
2000-07-09,,,
2000-07-10,,,
2000-07-11,,,
2000-07-12,,,
2000-07-13,,,
2000-07-14,,,
2000-07-15,,,
2000-07-16,,,
2000-07-17,,,
2000-07-18,,,
2000-07-19,,,
2000-07-20,,,
2000-07-21,,,
2000-07-22,,,
2000-07-23,,,
2000-07-24,,,
2000-07-25,,,
2000-07-26,,,
2000-07-27,,,
2000-07-28,,,
2000-07-29,,,
2000-07-30,,,
2000-07-31,,,
2000-08-01,0.35256521739129987,0.2901561264822101,0.14956521739130046
2000-08-02,,,
2000-08-03,,,
2000-08-04,,,
2000-08-05,,,
2000-08-06,,,
2000-08-07,,,
2000-08-08,,,
2000-08-09,,,
2000-08-10,,,
2000-08-11,,,
2000-08-12,,,
2000-08-13,,,
2000-08-14,,,
2000-08-15,,,
2000-08-16,,,
2000-08-17,,,
2000-08-18,,,
2000-08-19,,,
2000-08-20,,,
2000-08-21,,,
2000-08-22,,,
2000-08-23,,,
2000-08-24,,,
2000-08-25,,,
2000-08-26,,,
2000-08-27,,,
2000-08-28,,,
2000-08-29,,,
2000-08-30,,,
2000-08-31,,,
2000-09-01,0.3686666666666696,0.2958095238095302,0.15666666666666984
2000-09-02,,,
2000-09-03,,,
2000-09-04,,,
2000-09-05,,,
2000-09-06,,,
2000-09-07,,,
2000-09-08,,,
2000-09-09,,,
2000-09-10,,,
2000-09-11,,,
2000-09-12,,,
2000-09-13,,,
2000-09-14,,,
2000-09-15,,,
2000-09-16,,,
2000-09-17,,,
2000-09-18,,,
2000-09-19,,,
2000-09-20,,,
2000-09-21,,,
2000-09-22,,,
2000-09-23,,,
2000-09-24,,,
2000-09-25,,,
2000-09-26,,,
2000-09-27,,,
2000-09-28,,,
2000-09-29,,,
2000-09-30,,,
2000-10-01,0.37085714285714033,0.28752380952380996,0.15285714285714036
2000-10-02,,,
2000-10-03,,,
2000-10-04,,,
2000-10-05,,,
2000-10-06,,,
2000-10-07,,,
2000-10-08,,,
2000-10-09,,,
2000-10-10,,,
2000-10-11,,,
2000-10-12,,,
2000-10-13,,,
2000-10-14,,,
2000-10-15,,,
2000-10-16,,,
2000-10-17,,,
2000-10-18,,,
2000-10-19,,,
2000-10-20,,,
2000-10-21,,,
2000-10-22,,,
2000-10-23,,,
2000-10-24,,,
2000-10-25,,,
2000-10-26,,,
2000-10-27,,,
2000-10-28,,,
2000-10-29,,,
2000-10-30,,,
2000-10-31,,,
2000-11-01,0.39436363636364025,0.2919999999999998,0.13636363636364024
2000-11-02,,,
2000-11-03,,,
2000-11-04,,,
2000-11-05,,,
2000-11-06,,,
2000-11-07,,,
2000-11-08,,,
2000-11-09,,,
2000-11-10,,,
2000-11-11,,,
2000-11-12,,,
2000-11-13,,,
2000-11-14,,,
2000-11-15,,,
2000-11-16,,,
2000-11-17,,,
2000-11-18,,,
2000-11-19,,,
2000-11-20,,,
2000-11-21,,,
2000-11-22,,,
2000-11-23,,,
2000-11-24,,,
2000-11-25,,,
2000-11-26,,,
2000-11-27,,,
2000-11-28,,,
2000-11-29,,,
2000-11-30,,,
2000-12-01,0.40747368421053043,0.3129473684210602,0.14947368421053042
2000-12-02,,,
2000-12-03,,,
2000-12-04,,,
2000-12-05,,,
2000-12-06,,,
2000-12-07,,,
2000-12-08,,,
2000-12-09,,,
2000-12-10,,,
2000-12-11,,,
2000-12-12,,,
2000-12-13,,,
2000-12-14,,,
2000-12-15,,,
2000-12-16,,,
2000-12-17,,,
2000-12-18,,,
2000-12-19,,,
2000-12-20,,,
2000-12-21,,,
2000-12-22,,,
2000-12-23,,,
2000-12-24,,,
2000-12-25,,,
2000-12-26,,,
2000-12-27,,,
2000-12-28,,,
2000-12-29,,,
2000-12-30,,,
2000-12-31,,,
2001-01-01,0.3798181818181794,0.27372727272726927,0.13681818181817995
2001-01-02,,,
2001-01-03,,,
2001-01-04,,,
2001-01-05,,,
2001-01-06,,,
2001-01-07,,,
2001-01-08,,,
2001-01-09,,,
2001-01-10,,,
2001-01-11,,,
2001-01-12,,,
2001-01-13,,,
2001-01-14,,,
2001-01-15,,,
2001-01-16,,,
2001-01-17,,,
2001-01-18,,,
2001-01-19,,,
2001-01-20,,,
2001-01-21,,,
2001-01-22,,,
2001-01-23,,,
2001-01-24,,,
2001-01-25,,,
2001-01-26,,,
2001-01-27,,,
2001-01-28,,,
2001-01-29,,,
2001-01-30,,,
2001-01-31,,,
2001-02-01,0.4065000000000003,0.33924999999999983,0.15249999999999986
2001-02-02,,,
2001-02-03,,,
2001-02-04,,,
2001-02-05,,,
2001-02-06,,,
2001-02-07,,,
2001-02-08,,,
2001-02-09,,,
2001-02-10,,,
2001-02-11,,,
2001-02-12,,,
2001-02-13,,,
2001-02-14,,,
2001-02-15,,,
2001-02-16,,,
2001-02-17,,,
2001-02-18,,,
2001-02-19,,,
2001-02-20,,,
2001-02-21,,,
2001-02-22,,,
2001-02-23,,,
2001-02-24,,,
2001-02-25,,,
2001-02-26,,,
2001-02-27,,,
2001-02-28,,,
2001-03-01,0.4622727272727296,0.37318181818181984,0.17227272727272958
2001-03-02,,,
2001-03-03,,,
2001-03-04,,,
2001-03-05,,,
2001-03-06,,,
2001-03-07,,,
2001-03-08,,,
2001-03-09,,,
2001-03-10,,,
2001-03-11,,,
2001-03-12,,,
2001-03-13,,,
2001-03-14,,,
2001-03-15,,,
2001-03-16,,,
2001-03-17,,,
2001-03-18,,,
2001-03-19,,,
2001-03-20,,,
2001-03-21,,,
2001-03-22,,,
2001-03-23,,,
2001-03-24,,,
2001-03-25,,,
2001-03-26,,,
2001-03-27,,,
2001-03-28,,,
2001-03-29,,,
2001-03-30,,,
2001-03-31,,,
2001-04-01,0.45410526315789035,0.3516315789473605,0.17210526315789032
2001-04-02,,,
2001-04-03,,,
2001-04-04,,,
2001-04-05,,,
2001-04-06,,,
2001-04-07,,,
2001-04-08,,,
2001-04-09,,,
2001-04-10,,,
2001-04-11,,,
2001-04-12,,,
2001-04-13,,,
2001-04-14,,,
2001-04-15,,,
2001-04-16,,,
2001-04-17,,,
2001-04-18,,,
2001-04-19,,,
2001-04-20,,,
2001-04-21,,,
2001-04-22,,,
2001-04-23,,,
2001-04-24,,,
2001-04-25,,,
2001-04-26,,,
2001-04-27,,,
2001-04-28,,,
2001-04-29,,,
2001-04-30,,,
2001-05-01,0.40218181818181975,0.31636363636363996,0.16318181818181987
2001-05-02,,,
2001-05-03,,,
2001-05-04,,,
2001-05-05,,,
2001-05-06,,,
2001-05-07,,,
2001-05-08,,,
2001-05-09,,,
2001-05-10,,,
2001-05-11,,,
2001-05-12,,,
2001-05-13,,,
2001-05-14,,,
2001-05-15,,,
2001-05-16,,,
2001-05-17,,,
2001-05-18,,,
2001-05-19,,,
2001-05-20,,,
2001-05-21,,,
2001-05-22,,,
2001-05-23,,,
2001-05-24,,,
2001-05-25,,,
2001-05-26,,,
2001-05-27,,,
2001-05-28,,,
2001-05-29,,,
2001-05-30,,,
2001-05-31,,,
2001-06-01,0.399,0.3265714285714303,0.15000000000000036
2001-06-02,,,
2001-06-03,,,
2001-06-04,,,
2001-06-05,,,
2001-06-06,,,
2001-06-07,,,
2001-06-08,,,
2001-06-09,,,
2001-06-10,,,
2001-06-11,,,
2001-06-12,,,
2001-06-13,,,
2001-06-14,,,
2001-06-15,,,
2001-06-16,,,
2001-06-17,,,
2001-06-18,,,
2001-06-19,,,
2001-06-20,,,
2001-06-21,,,
2001-06-22,,,
2001-06-23,,,
2001-06-24,,,
2001-06-25,,,
2001-06-26,,,
2001-06-27,,,
2001-06-28,,,
2001-06-29,,,
2001-06-30,,,
2001-07-01,0.4000909090909106,0.3319545454545505,0.1340909090909106
2001-07-02,,,
2001-07-03,,,
2001-07-04,,,
2001-07-05,,,
2001-07-06,,,
2001-07-07,,,
2001-07-08,,,
2001-07-09,,,
2001-07-10,,,
2001-07-11,,,
2001-07-12,,,
2001-07-13,,,
2001-07-14,,,
2001-07-15,,,
2001-07-16,,,
2001-07-17,,,
2001-07-18,,,
2001-07-19,,,
2001-07-20,,,
2001-07-21,,,
2001-07-22,,,
2001-07-23,,,
2001-07-24,,,
2001-07-25,,,
2001-07-26,,,
2001-07-27,,,
2001-07-28,,,
2001-07-29,,,
2001-07-30,,,
2001-07-31,,,
2001-08-01,0.39108695652173964,0.33186956521738953,0.12608695652173996
2001-08-02,,,
2001-08-03,,,
2001-08-04,,,
2001-08-05,,,
2001-08-06,,,
2001-08-07,,,
2001-08-08,,,
2001-08-09,,,
2001-08-10,,,
2001-08-11,,,
2001-08-12,,,
2001-08-13,,,
2001-08-14,,,
2001-08-15,,,
2001-08-16,,,
2001-08-17,,,
2001-08-18,,,
2001-08-19,,,
2001-08-20,,,
2001-08-21,,,
2001-08-22,,,
2001-08-23,,,
2001-08-24,,,
2001-08-25,,,
2001-08-26,,,
2001-08-27,,,
2001-08-28,,,
2001-08-29,,,
2001-08-30,,,
2001-08-31,,,
2001-09-01,0.383,0.32545,0.12700000000000067
2001-09-02,,,
2001-09-03,,,
2001-09-04,,,
2001-09-05,,,
2001-09-06,,,
2001-09-07,,,
2001-09-08,,,
2001-09-09,,,
2001-09-10,,,
2001-09-11,,,
2001-09-12,,,
2001-09-13,,,
2001-09-14,,,
2001-09-15,,,
2001-09-16,,,
2001-09-17,,,
2001-09-18,,,
2001-09-19,,,
2001-09-20,,,
2001-09-21,,,
2001-09-22,,,
2001-09-23,,,
2001-09-24,,,
2001-09-25,,,
2001-09-26,,,
2001-09-27,,,
2001-09-28,,,
2001-09-29,,,
2001-09-30,,,
2001-10-01,0.36443478260870066,0.30939130434783024,0.1204347826087
2001-10-02,,,
2001-10-03,,,
2001-10-04,,,
2001-10-05,,,
2001-10-06,,,
2001-10-07,,,
2001-10-08,,,
2001-10-09,,,
2001-10-10,,,
2001-10-11,,,
2001-10-12,,,
2001-10-13,,,
2001-10-14,,,
2001-10-15,,,
2001-10-16,,,
2001-10-17,,,
2001-10-18,,,
2001-10-19,,,
2001-10-20,,,
2001-10-21,,,
2001-10-22,,,
2001-10-23,,,
2001-10-24,,,
2001-10-25,,,
2001-10-26,,,
2001-10-27,,,
2001-10-28,,,
2001-10-29,,,
2001-10-30,,,
2001-10-31,,,
2001-11-01,0.3522727272727302,0.3130000000000006,0.12227272727273064
2001-11-02,,,
2001-11-03,,,
2001-11-04,,,
2001-11-05,,,
2001-11-06,,,
2001-11-07,,,
2001-11-08,,,
2001-11-09,,,
2001-11-10,,,
2001-11-11,,,
2001-11-12,,,
2001-11-13,,,
2001-11-14,,,
2001-11-15,,,
2001-11-16,,,
2001-11-17,,,
2001-11-18,,,
2001-11-19,,,
2001-11-20,,,
2001-11-21,,,
2001-11-22,,,
2001-11-23,,,
2001-11-24,,,
2001-11-25,,,
2001-11-26,,,
2001-11-27,,,
2001-11-28,,,
2001-11-29,,,
2001-11-30,,,
2001-12-01,0.3111176470588193,0.23189542483659942,0.13411764705881968
2001-12-02,,,
2001-12-03,,,
2001-12-04,,,
2001-12-05,,,
2001-12-06,,,
2001-12-07,,,
2001-12-08,,,
2001-12-09,,,
2001-12-10,,,
2001-12-11,,,
2001-12-12,,,
2001-12-13,,,
2001-12-14,,,
2001-12-15,,,
2001-12-16,,,
2001-12-17,,,
2001-12-18,,,
2001-12-19,,,
2001-12-20,,,
2001-12-21,,,
2001-12-22,,,
2001-12-23,,,
2001-12-24,,,
2001-12-25,,,
2001-12-26,,,
2001-12-27,,,
2001-12-28,,,
2001-12-29,,,
2001-12-30,,,
2001-12-31,,,
2002-01-01,0.27927272727273067,0.18259090909091036,0.06727272727273004
2002-01-02,,,
2002-01-03,,,
2002-01-04,,,
2002-01-05,,,
2002-01-06,,,
2002-01-07,,,
2002-01-08,,,
2002-01-09,,,
2002-01-10,,,
2002-01-11,,,
2002-01-12,,,
2002-01-13,,,
2002-01-14,,,
2002-01-15,,,
2002-01-16,,,
2002-01-17,,,
2002-01-18,,,
2002-01-19,,,
2002-01-20,,,
2002-01-21,,,
2002-01-22,,,
2002-01-23,,,
2002-01-24,,,
2002-01-25,,,
2002-01-26,,,
2002-01-27,,,
2002-01-28,,,
2002-01-29,,,
2002-01-30,,,
2002-01-31,,,
2002-02-01,0.27949999999999964,0.1869499999999995,0.07050000000000001
2002-02-02,,,
2002-02-03,,,
2002-02-04,,,
2002-02-05,,,
2002-02-06,,,
2002-02-07,,,
2002-02-08,,,
2002-02-09,,,
2002-02-10,,,
2002-02-11,,,
2002-02-12,,,
2002-02-13,,,
2002-02-14,,,
2002-02-15,,,
2002-02-16,,,
2002-02-17,,,
2002-02-18,,,
2002-02-19,,,
2002-02-20,,,
2002-02-21,,,
2002-02-22,,,
2002-02-23,,,
2002-02-24,,,
2002-02-25,,,
2002-02-26,,,
2002-02-27,,,
2002-02-28,,,
2002-03-01,0.25,0.1753,0.07900000000000063
2002-03-02,,,
2002-03-03,,,
2002-03-04,,,
2002-03-05,,,
2002-03-06,,,
2002-03-07,,,
2002-03-08,,,
2002-03-09,,,
2002-03-10,,,
2002-03-11,,,
2002-03-12,,,
2002-03-13,,,
2002-03-14,,,
2002-03-15,,,
2002-03-16,,,
2002-03-17,,,
2002-03-18,,,
2002-03-19,,,
2002-03-20,,,
2002-03-21,,,
2002-03-22,,,
2002-03-23,,,
2002-03-24,,,
2002-03-25,,,
2002-03-26,,,
2002-03-27,,,
2002-03-28,,,
2002-03-29,,,
2002-03-30,,,
2002-03-31,,,
2002-04-01,0.24876190476190008,0.18042857142857027,0.08476190476190038
2002-04-02,,,
2002-04-03,,,
2002-04-04,,,
2002-04-05,,,
